date,message
2024-09-15T18:53:56,"Всем привет, девочки!
Ищу на подселение 1 девушку, чистоплотную, неконфликтную, платежеспособную, без вредных привычек
Будем жить вдвоем в 2-х комнатной  квартире, жк anisa, новая просторная квартира, свежий ремонт, 10-15 минут пешком до универа
Бюджет на одного человека выходит 100К с учетом ком услуг
Я учусь на 2 курсе, сама порядочная, чистоплотная, спокойная, уважаю личные границы и без вредных привычек
Заселение с 29 сентября

Пишите @assema0108"
2024-09-12T16:51:47,"Всем привет 👋 оставьте ""+"" кто ищет к себе сожителя, кв желательно рядом Казгюу.
3 курс, не пью не 🚬"
2024-09-12T11:34:25,"Всем привет , ищу на подселение 1девушку  будем жить вдвоем , чистоплотную, неконфликтную, платежеспособную, без вредных привычек. Будем жить вдвоем в 1 -х комнатной  квартире.Возле универе.  
Бюджет на одного человека выходит 75К с учетом ком услуги .Сама порядочная, чистоплотная, спокойная, без вредных привычек.
Оставь + , я сама напишу"
2024-09-11T16:05:01,"Ищем четвертую девушку на подселение в двухкомнатную квартиру
Жк Sat city, квартира с хорошим ремонтом
первый месяц 67к с депозитом, а потом 55к+ ком услуги
заселение 14 сентября

оставьте + сама напишу"
2024-09-11T13:39:36,"Ищу на подселение одну девушку
квартира двухкомнатная, просторная, с хорошим ремонтом, жк Аркада 5 минут пешком до универа
будем жить вдвоем, оплата 90к+ком услуги
если интересно оставьте + сама вам напишу🫶🏻"
2024-09-10T22:41:21,"Ищем одну девушку на двухкомнатную квартиру рядом с мну.10 минут на автобусе. В месяц 70к.
Обязательно чистоплотную, уважающую личные границы. Можно заселяться сегодня уже. 
Писать мне в телеграмм 

@Aruuunlka"
2024-09-10T12:27:26,"Ищем третьего парня или девушку на подсление, Кв евро двушка,сами 2 парня учимся в казгюу 
Чтстоплотные , не конфликтные . От человека Бюджет в 50+.

Если что пишите мне в тг: @mikissss4"
2024-09-09T22:56:42,"Квартираға бірге тұратын 2 бала іздейміз. Біз қазір екі баламыз, ішпейміз шекпейміз чиста оқу ғой. Нәшәр әдеттер жоқ, платежеспособный. 2 курс-пыз"
2024-09-09T11:16:51,"Всем привет . 
Ищу к кому подселиться или самих девочек , с кем будем искать квартиру .
Бюджет примерно 60-70к 
Сама первокурсница , студентка Казгюу .  
Оставьте плюс под комментарий , напишу сама"
2024-09-09T01:06:19,"Ищем на подселение 3го парня, оплата грубо по 60.000тг, дом возле МНУ, кв 1 комнатная, комуслуги входят в 60.000тг
Оставьте плюсы, свяжусь"
2024-09-08T17:32:10,"Квартира недалеко от МНУ
Цена: 250-300к (ТОРГ ЕСТЬ), можно подселять, несколько человек осилите
Описание: 
Хорошая уютная квартира в центре города, светлая с видом на улицу, дом 2019 года ремонт свежий, все удобства для жизни устроены, фильтрованная вода в квартире, солнечная сторона, один балкон смотрит во двор, другой на улицу
Вся меблированная, все остается, большой шкаф для одежды, смарт телевизор, интернет, микроволновая печь, гладильная доска, шторы, ролл-шторы и тд
КазУТБ Гипермаркет смолл, магнум. 
Соседи не шумные, двор благополучный детская площадка, футбольное поле
Рядом с домом ездят 20 автобусов во все точки города:7,17,44,42,45,35,36,305,312
Звоните пишите в любое время, на длительный срок

+77477715105"
2024-09-08T01:56:06,"Всем привет! 
Срочно ищем 3 девушку в квартиру на подселение.( Нас двое)
Жк Аркада, однокомнатная, за месяц 60.000+-тг
Без вредных привычек, плюс ашық адам болса вообще күшті.
Мы второкурсники* 
Можете оставить плюсик🫶🏻🫶🏻🫶🏻"
2024-09-06T20:05:42,"Всем привет, ищу квартиру для подведение. 3 курс, чистоплотный и во время оплачиваю"
2024-09-06T13:20:12,"Ищем 3-девушку на подселение без вредных привычек, квартира 11 мин от МНУ, оплата 60к+ком ус, оставьте плюсики сама напишу."
2024-09-06T13:16:36,"Всем привет
Ищем 4-ую девушку на подселение на долгий срок, дружелюбную без вредных привычек
Жк Толе би, недалеко от хан шатыра
За месяц 40к + ком услуги"
2024-09-04T13:11:23,"Всем привет, продам квартиру казгюушникам

ЖК гамма 
Кол-во комнат 2
Этаж 3 
62 м2
Ремонт свежий, частично меблирована (мебель новая)
Квартира просторная
Сам учусь тоже в казгюу

По фоткам и цене можем в личке детальнее обсудить  @h1h1cha"
2024-09-04T12:18:00,"Всем привет, девочки!
Ищем 2 девушек с кем можно снять квартиру поближе к универу
бюджет по 50-60, будем жить в четвером в двухкомнатной квартире 
Сами второкурсницы, спокойные и неконфликтные, чистота и порядок само собой 
На долгий срок, если есть те кто остаются на зимник то будет хорошии вариантом 
Заезд как можно скорее, оставьте плюсики сама напишу👇🏻"
2024-09-04T12:02:44,"Всем привет! Ищем на подселение парня, нас двое. Жк Сани Тауэрс напротив супермаркета Смолл, 15мин пешком до уника. 1 комнатная

Пишите @alicherkas"
2024-09-04T12:02:34,"привет всем, ищу к кому подселиться

девушка, 4 курс, работаю, с оплатой проблем не будет 

возле универа, бюджет 50+-

ставьте +, напишу с"
2024-09-04T12:02:22,"Срочно ищем 4-девушку на подселение. Заселение сегодня и оплата тоже. Оплата на этот месяц 64500(с интернетом), а дальше 50К+ком.услуги и вайфай. Оставьте плюсики напишем сами"
2024-09-03T16:18:46,"Ищу кому подселиться. Парень, 1 курсник мну, курю,париж. Квартира рядом с мну. Вовремя все буду платить. Бюджет 60к"
2024-09-02T21:45:12,"Всем привет,
ищу к кому подселиться.

Девушка,4 курс MNU, работаю 

Желательно возле универа, бюджет 50+-

Ставьте плюсики"
2024-09-02T17:55:44,"Всем привет! Срочно ищу девушку на подселение. Будем жить вдвоем. Квартира своя, новая, чистая. 10-15 минут ходьбы от университета, евродвушка. Есть все необходимые вещи. Главное чтобы была чистоплотной и ответственной, также неконфликтной. Можно в любой день заселяться. Оплата 100к (коммунальные услуги включены в стоимость). Все подробности в лс,оставьте плюс, напишу сама"
2024-09-01T19:13:15,"Ищу девушек на поселение. Квартира 40м², однокомнатная. 
В месяц 46,000. Квартира не новая, но в хорошем состоянии. 

В 10 минутах езды на машине, на автобусе 25-30 минут. Заселение 7-8 числа(Примерно)
Ставьте плюсы, я напишу сама.🙏🏻"
2024-09-01T18:51:09,"Ищу к кому подселиться возле универа. Чистоплотная, неконфликтная, ищу таких же девушек. Оставьте плюсы напишу"
2024-09-01T12:06:16,"Парень. ищу к кому подселится. Желательно рядом с универом. Без вредных привычек. Чистоплотный. Бюджет до 65к. Заезд с 3 сентября
@LuckyDr1ve"
2024-09-01T12:06:01,"Всем привет, девочки 
Ищу с кем можно вместе снять квартиру!
Бюджет по 60+-К, будем жить в четвёртом, в двухкомнатной квартире 
Учусь во 2 курсе, МШЭ 
Спокойная, не конфликтная, чистоплотная. 
Буду работать в ночной смене. 
Я останусь на зиму в Астане, возможно и летом, желательно для девочек, которые ищут на длительный срок.
Если есть девочки кто останется на зимник, для вас будет хорошим вариантом, не искать во втором семаке новых девочек. 
Заезд примерно 4-6 сентября. Оставьте плюсики, сама напишу 👇"
2024-09-01T10:46:30,"Ищем 4-девушку на подселение. Чистоплотную, неконфликтную. Оплата 55К+ком.услуги и вайфай. Оставьте плюсики напишем сами"
2024-08-31T23:08:03,"Ищу квартиру с подселением, 1 курс мшэ, без вредных привычек, желательно близко к университету. Пишите +, напишу"
2024-08-31T22:13:47,"Ищу к кому можно подселиться, поступил в МНУ 1 курс. Чистоплотный, без вредных привычек. Кв желательно рядом с МНУ. Бюджет 50-80к"
2024-08-31T21:41:04,"Всем привет,
ищу к кому подселиться.

Девушка,4 курс MNU, работаю 

Желательно возле универа, бюджет 50+-

Ставьте плюсики"
2024-08-31T21:17:42,"Ищем к кому подселиться желательно возле университета. Нас двое девочек,нет никаких вредных привычек, платежеспособные,чистоплотные, умеем готовить, спокойные, порядочные, уважаем личные границы.
Бюджет от 40к до 60к.
Оставьте плюсик, сама напишу"
2024-08-31T20:32:38,"Всем привет.  Ищем к кому подселиться желательно возле университета. Нас двое девочек, 2 курсницы, нет никаких вредных привычек. Обе хорошо учимся, платежеспособные и чистоплотные, умеем готовить. Спокойные, порядочные.
Бюджет от 50к до 80к.
Оставьте плюс, я сама напишу."
2024-08-31T19:17:34,"Ищу к кому поделиться, первокурсница казгую,плохих привычек не имею, чистоплотная, не конфликтная, бюджет 50-60тыс, ищу рядом с казгюу, примерно 1-2 остановки. Пишите сюда @dw1444"
2024-08-31T17:58:01,"Ищем к кому подселиться ( нас 2) возле универа. Чистоплотные, неконфликтные, не курем не пием ищу таких же соседей .бюджет примерно 40-50 оставьте плюсы напишу"
2024-08-31T17:16:25,"Ищу к кому можно подселиться или парней ищущих квартиру рядом с универом , парень 4 курс без вредных привычек!)"
2024-08-31T17:14:55,"Ищу к кому подселиться возле универа. Чистоплотная, неконфликтная, ищу таких же соседок.оставьте плюсы напишу"
2024-08-31T16:59:19,"Ищу к кому можно подселиться или с кем можно вместе снять квартиру.Девушка,поступила в казгюу.Бюджет 50-60к,оставьте +,напишу сама."
2024-08-31T12:41:50,"Ищу к кому подселиться, Парень , ВШП первый курс.
бюджет 80 ка , желательно квартира недалеко от казгю 
По поводу подселения пишите в лс .

@mikirikikiki"
2024-08-30T16:38:30,"Ищем третью девушку ,Жк Самрук Тауэрс(пешком 16мин до уника)Нас пока двое,учимся в Мну ,первый и второй курс .в месяц с ком услугами выходит 67к примерно"
2024-08-30T16:08:07,"Ищем одну девушку на двухкомнатную квартиру рядом с мну. 5минут пешком. Первый месяц 80к дальше 62500 комм услуга внутри.
Обязательно чистоплотную, уважающую личные границы. Можно заселяться сегодня уже. 
Писать мне на ватсап
87767135636 Айгуль"
2024-08-30T15:05:10,"Кто ищет на подселение или же вместе искать квартиру 3 или 4 девочек  то напишите мне пожалуйста 
@a646s 
Или же оставьте плюсик☺️
Учусь в МНУ, 2 курс, казашка
Без вредных привычек, работаю, чистоплотная, уважаю чужие границы❣️
Примерно 60-65к"
2024-08-30T13:52:13,"Ищу соседа на подселение в квартиру. Чистоплотного, платежеспособного и без вредных привычек. В квартире есть всё необходимое для комфортного проживания. Расположена рядом с КАЗГЮУ, а именно ЖК College. Цена: 75К + коммуналка. Тел: +7 (776) 876-56-43, писать на Whatsapp."
2024-08-30T13:38:53,"Ищу к кому подселиться. Пацан ,без вредных привычек. До 80к сумма. Желательно рядом с уником кв"
2024-08-30T12:59:04,"Ищу к кому подселится. Желательно близко к универу. Парень. Без вредных привычек. Бюджет до 65к
Оставьте плюс, напишу сам"
2024-08-30T11:17:31,"Всем привет! Ищем квартиру на подселение рядом с мну чтобы близко к универу было, нас двое(пацаны), подселения сегодня же, вредные привычки нету, бюджет 50-70к
очень срочно!!!
напишите в комм!!!"
2024-08-29T23:47:09,"Парень, который искал двух девушек на подселение, можешь пожалуйста написать мне в личку @d19sm, нас с подругой заинтересовало твое предложение. Умеем готовить и убираемся каждые 2 дня.

❗️мы не увидели никакого подтекста в твоем предложении."
2024-08-29T23:35:24,"всем привет.

нас двое девушек, ищем к кому подселиться. 
сами работаем, не пьем, неконфликные. одна любит убираться, другая любит готовить. 

отправьте плюсики или пишите в личку: @d19sm"
2024-08-29T16:13:33,"Ищем пацана на подселение на сумму 50-70к. Мы оба из MNU. Квартира рядом с уником. Чистоплотность, без курева и питья. Оставляйте +, свяжусь сам"
2024-08-29T15:57:37,"Всем привет. Ищу квартиру с только девочками для подселения рядом с университетом МНУ (КАЗГЮУ) или хотя бы чтобы было близко и легко добраться. Сама только поступила в Мну. Неконфликтная, чистоплотная и платежеспособная. Желательно чтобы была целая комната. Бюджет до 80-100 тыс. 
Контакты: 87771262007"
2024-08-29T15:45:01,"https://t.me/boost/dailyhata

Поддержите наш канал 💫

Нравится контент? Поддержите нас бустом!
Спасибо за поддержку! 🙏"
2024-08-29T15:15:21,"Всем привет.Ищу к кому подселиться.Желательно возле университета мну.Первокурсник,без вредных привычек,хорошо готовлю.Бюджет 100к.
@Zamanlf"
2024-08-29T14:47:09,"всем приветик.
ищу к кому подселиться.

бюджет +-50к.

раньше училась в MNU. 

сейчас работаю, работаю и работаю, 24/7) 
люблю готовить и убираться. 

приблизительно желателен район Туран/Мухамедханова, Туран/Сыганак. А ЕСЛИ, кто-то расположился очень далеко, на районе Мангилик Ел/Сыганак, то будет классно 🙏🏻

отправьте плюсики"
2024-08-29T14:38:01,"Ищу к кому подселится. Желательно близко у универу МНУ. Парень 1 курс. ВШП. Аккуратный, умею готовить (люблю готовить)и без вредных привычек. Бюджет 50к+-
Оставьте плюс, напишу сам"
2024-08-29T14:37:42,"Всем привет! Ищу девушку на подселение на этот учебный год. Будем жить вдвоем. Сама первокурсница, мшэ. Не курю, чистоплотная, аккуратная, уважаю личные границы, не конфликтная, что также требуется от вас ❗️
Однокомнатная квартира в 15-20 минутах от университета, 6 минут на машине. Ранее никому не сдавалась, ремонт новый, вчера завезли бытовую технику и посуду. Рядом кафе, кофейни, магазины, итд. В месяц 200К + ком услуги
Оставьте +, напишу"
2024-08-29T10:14:19,"Ищу одну девочку на подселение, живу одна.
Жк рядом с универом (25 минут пешом/3 остановки на автобусе/6-7 минут на машине), 2 комнатная новая кв, есть интернет, рядом с домом все удобства, кафешки, магазины, тд.
Сама я неконфликтная, дружелюбная
100к в месяц (с учетом ком услуг) 
Если заинтересованы, пишите в лс @ishmurdinova"
2024-08-29T10:13:57,"Ищу к кому подселиться
Я девушка 
Кв желательно возле казгюу
Бюджет до 100тыс
Неконфликтная,чистоплотная,платежеспособная 

@qazwsx1897"
2024-08-29T10:13:44,"всем привет, ищу к кому подселиться! 
желательно искала кв возле универа, до 65к. 
о себе: девушка, платежеспособная, дома почти не бываю, соотвественно учусь, работаю, не беспокою. в меру чистоплотная, 3 курс вшп, вредных привычек не имеется. 
просьба писать сюда: @i_dolevil"
2024-08-29T10:13:17,"ищу к кому подселиться/объединиться(на долгий срок)
Парень,mnu/2курс, не курю и не пью, чистоплотный. Хату желательно поближе к универу 50-70к. @JeanPaulMarat (пишите сюда)"
2024-08-29T10:13:01,"Ищу девушку для поселения,платёжногоспобного       ,пешком 10 минут,рядом  с универа
Напишите + в  коменте"
2024-08-29T10:12:38,"Квартираға шығытын жігітер керек 2 бала болса ( өзіміз әзірге екеуміз, общый 4 бала керек болып тұр). кім қосылғысы келеді + тастап кетіңдер казгюудың баласы болса жақсы болар еді."
2024-08-29T10:12:27,"Ищем одну девочку, будем жить втроем, возле универа.  Мы 3 курс, добрые, классные девочки. Оставьте плюс, я вам напишу😌"
2024-08-26T19:35:56,"Ищем квартиру,  желательно возле университета.
 
Нас два парня 4 курс, спокойные, вредных привычек нет, очень халяльные, деньги есть(у второго особенно) по этому оплата всегда будет вовремя. 

Пишите: @alip7891"
2024-08-26T19:09:53,"Ищу пацана для подселения в квартиру рядом с МНУ (10-15 минут пешком). Квартира с новым ремонтом и удобным местоположением, рядом остановки. Будем жить втроем. Ищу порядочного, без вредных привычек и платежеспособного.
оставляйте +, я напишу"
2024-08-26T19:02:52,"Ищу девушку на подселения. 65к в месяц. 2х комнатная квартира. Ищем девушек Без вредных привычек, чистоплотную. 
Мой номер 87476023538"
2024-08-26T17:56:12,"🏠Ищем третью девушку на подселение, 1 комнатная квартира в жк Sport City, Туран 42, оплата в 77к+комм
Просторная квартира со свежим ремонтом, хозяины делали для себя. 
Ищем порядочную девушку, без вредных привычек, не курит, не пьет, не парит, чистоплотную
Оставляйте + в комментариях, свяжусь сама
По всем вопросам 87782130249
+7 777 545 7264"
2024-08-26T17:48:45,"Ищу квартиру 1-ком или 2 с мебелью и техникой.
 
На долгий срок 1-2год. 
В пределах 180-210 тыс . 

Без вредных привычек, чистоту и своевременную оплату гарантирую.

Писать по номеру :
87711722245- пишите или звоните в ватсап !!!!!!!

Фото приветствуется."
2024-08-26T17:46:34,"Ищу девушку на подселения. 70к в месяц. 1-комнатная квартира. Без вредных привычек, чистоплотную. 
Оставьте +, напишу сама"
2024-08-25T13:47:01,"Ищу к кому подселиться, 3 курс, без вредных привычек, цена 50-65к, чистоплотный. Оставьте +, сам напишу"
2024-08-25T13:09:50,"Ищу квартиру для поселения
Девушка, чистоплотная
Напишите + в коменте"
2024-08-25T13:09:37,"Всем привет 
Ищу к кому можно подселится. 
3 курс 
Бюджет от 50 до 60к, желательно рядом с Казгюу. Парень"
2024-08-25T13:09:25,"Ищу к кому подселится
4курс, девушка.
Бюджет 50-60к желательно рядом с казгюу. Чистоплотная,спокойная, платежоспособная , оставьте плюс, я напишу сама"
2024-08-24T00:03:12,"ищу к кому подселиться(на долгий срок)
Парень,mnu/2курс, не курю и не пью, чистоплотный. Хату желательно поближе к универу 50-65к. Оставьте ""+"", напишу сам"
2024-08-23T19:50:27,"ищу квартиру с подселением.
1 курс, не курю, не пью, без вредных привычек, спокойная
желательно близко к университету, чтобы можно было ходить пешком
напишите, пожалуйста, в коммментах «+», напишу вам в лс"
2024-08-23T16:38:39,"Ищу квартиру-2 комнатную, нас 2. Чистоплотные, не шумные….

@asiilou"
2024-08-23T16:24:22,"СРОЧНО!  
Ищу девушку для подселения в квартиру (20 минут пешком)
Жк Sat city
В месяц 45-50к"
2024-08-23T16:06:22,"Ищу к кому подселится
2 курс, девушка.
Бюджет 50-70к желательно рядом с казгюу. Чистоплотная,спокойная,с оплатой проблем не будет, оставьте пожалуйста плюс, я напишу"
2024-08-23T15:10:44,"Ищу к кому подселится
2 курс,Казгюу
Бюджет 50-60к желательно рядом с района казгюу. Чистоплотная,спокойная,с оплатой проблем не будет"
2024-08-23T14:23:41,"Ищу к кому подселится(девушка) 
3курс,Казгюу
Бюджет 70-75К, желательно рядом с района казгюу. С оплатой проблем не будет, подробности в личку. Оставьте пожалуйста плюсик)"
2024-08-23T12:31:34,"Срочно ищу к кому можно подселиться на долгое время!!(К девочкам желательно из мну) 
О себе перваш,не пью и не курю,спокойная
Отпишитесь снизу пожалуйста 🥹🥹🥹"
2024-08-23T00:01:25,"🌟 ищу трёх девушек на подселение! 🌟

🏡 ЖК Sunrise, Сыганак 11
Квартира просторная, с уютной гардеробной и свежим ремонтом. 

💰 Цена: 210 000тенге (делим на троих)
- Коммунальные услуги включены в стоимость
- Ваш ежемесячный вклад: 70 000 тенге

📶 Бонусы:
- Интернет оплачиваю сама (я хозяйка квартиры и тоже поступаю в КазГЮУ)

📸 Фото квартиры могу отправить в личные сообщения.

Заинтересовались? Пишите по номеру:
📞 +7 776 223 4380

Будем рады видеть вас! 😊"
2024-08-22T22:02:05,"Ищу квартиру в аренду на длительный срок(Минимум пол года) возле уника. Бюджет до 200к. О себе: чистоплотный, не курю, не пью, платежаспособный. В первое время буду жить один, позже возможно возьму друга на подселение. При необходимости заключим договор
Напишите +🙏"
2024-08-22T19:43:38,"Ищу к кому подселится
3курс,Казгюу
Бюджет от 40-50, желательно рядом с района казгюу. Умею готовить, чистоплотный."
2024-08-22T18:52:59,"Продам 1 ком кв в ЖК Копенгаген, 8/12 этаж, 40кв/м
В квартире жила я - студентка МНУ, в этом году заканчиваю. Продам по хорошей цене для ЖК Комфорт+ класса -26млн тг
Все новое, жила одна, ремонт делали для меня родители, неугловая, светлая, просторная, распашонка
Кому интересно: inst: alina_sssssssss"
2024-08-22T15:28:10,"СРОЧНО!  
Ищу девушку для подселения в новую квартиру рядом с МНУ (20 минут пешком). Квартира с новым ремонтом и удобным местоположением, рядом остановки. Будем жить втроем. Ищу порядочную, без вредных привычек и платежеспособную. Я сама спокойная, уважаю личное пространство и ценю комфорт.
оставляйте +, я напишу сама))"
2024-08-22T15:09:50,"Всем привет , ищу на подселение 1девушку  будем жить вдвоем , чистоплотную, неконфликтную, платежеспособную, без вредных привычек. Будем жить вдвоем в 1 -х комнатной  квартире.Возле универе.  
Бюджет на одного человека выходит 75К с учетом ком услуги .Сама порядочная, чистоплотная, спокойная, без вредных привычек.
Оставь + , я сама напишу"
2024-08-22T14:41:53,"Ищу девушку на подселение
Будем жить вдвоем
60к + ком
Жк недалеко, 1 остановка
Пишите в ком, свяжусь сама"
2024-08-22T14:37:33,"СРОЧНО 
Ищу девочку для совместного проживания🆘🆘🆘
Квартира находится возле МНУ,КАЗУТБ(можно ходить пешком)
Жк новый,квартира новая с хорошим современным ремонтом,я сама не конфликтная,без вредных привычек,не люблю ругаться,хочу найти себе хорошего собеседника с которым будет приятно жить)
оставляйте +,сама вам напишу"
2024-08-21T17:40:38,"Добрый день, ищу к себе девочку на подселение, чистоплотную, спокойную, не конфликтную, платежеспособную и без вредных привычек‼️, будем жить только вдвоем.1 комнатная квартира,возле МНУ(пешком 20 минут).В месяц 85 тыс + ком услуги.пишите +,сама напишу вам."
2024-08-21T15:27:26,"Здравствуйте, ищу к себе девочку на подселение, чистоплотную, спокойную, не конфликтную, платежеспособную и без вредных привычек‼️, будем жить только вдвоем. 3х комнатная квартира возле Ханшатыра (10-15 минут езды от МНУ на такси). В месяц 90 тыс + ком услуги. Жк Хедлайнер. Ватсап по номеру 87007774288"
2024-08-21T12:49:56,"Ищу к кому подселиться(к девушкам)
о себе: 1 курс, 19 лет, не конфликтная, 
без вредных привычек, чистоплотная, 
в основном буду на работе/на учебе, платежеспособная, 
уважаю личные границы.
бюджет 50-70к
тг: https://t.me/hozyainnm"
2024-08-20T18:06:02,"«Ищу соседа (парня) для совместного съема квартиры. 
Важно, чтобы сосед был порядочным, чистоплотным, аккуратным, платежеспособным, неконфликтным и уважал личное пространство. 
Напиши «+» »
Спасибо!"
2024-08-20T14:49:30,"Сдам уютную комнату в евродвушке класса комфорт+ рядом с КазУТБ и КазГЮУ. Комната  просторная. (16.6+6.6 м²). Оплата 70 000 тенге + комм. услуги. 
В квартире живет брат с сестрой"
2024-08-20T14:47:23,"Ищу квартиру в аренду на длительный срок в районе университета. 2 курс,чистоплотная,не курю,не пью,в начале буду жить одна,если получится попозже возьму девушку на подселение. Очень срочно🙏🏻"
2024-08-20T14:28:26,"Привет! Ищу квартиру/комнату в аренду в районе университета. Чистоплотная, 4 курс, не пью, не курю, буду работать и учиться так что скорее всего буду приходить поздно.   Если вы ищите на подселение девушку или же сдаете отдельную комнату - отпишитесь в комментариях и я сама вам напишу. 
ТОЛЬКО ДЕВУШКИ!"
2024-08-19T22:53:27,Ищу соседок или на под селение.Желательно около казгюу 🙏🏼 Напишите плюсики отпишусь
2024-08-19T15:15:43,"📣 Дорогие друзья, с радостью сообщаем о новом проекте - Özge Forum от AIESEC в Астане! 

🎙 ÖZGE Forum от AIESEC в Астане - это форум, который объединяет людей в стремлении создать более инклюзивное и открытое для развития общество. Название ""ÖZGE"" происходит из казахского слова ""өзге"", что означает ""уникальный"" или ""особый"". Это символизирует наше стремление к формированию будущего, основанного на уважении к уникальности каждого человека и стремлению к саморазвитии.

🎯Цель: Развитие лидерских способностей молодежи, путем поиска и поддержки идей и инициатив, способствующих развитию инклюзивности, эмпатии и саморазвития.

💼 Форум предназначен для делегатов в возрасте от 18 до 30 лет. 

🗓 Даты проведения: 25 августа
❗️Дедлайн регистрации: 24 августа 23:59

💯 Скорее регистрируйтесь и следите за новостями на нашей Instagram странице."
2024-08-19T14:47:01,"Есть ли парни которые ищут соседа?
4 курс, спокойный, ценю порядок и чистоту, умею готовить, вредных привычек нету, платежаспособный. Ищу таких же соседей. 

Желательно что бы квартира находилась не далеко от университета

Оставьте + сам напишу"
2024-08-19T13:34:38,"Ищу к кому подселиться. 4 курс, нет вредных привычек, не конфликтная, аккуратная и занятая по работе. 
Подселение желательно ближе к МНЮ и цена в районе 60-70тыс тг. Напишите «+» или по номеру +77774559060, @Nuray_b1m"
2024-08-19T13:33:56,"Ищем с братом на подселение девушку или парня. 
На долгий срок. Оплата за этот месяц 40к, 8го сентября по 75к каждый месяц.
Недалеко от универа,квартира уютная. Мы с братом не конфликтные,веселые,с нами будет очень комфортно жить 🙌🏻 
Ищем соседа/ку на долгий срок 🫶🏻"
2024-08-18T18:52:34,"Ищу одну девочку на подселение, живу одна.
Жк рядом с универом (25 минут пешом/3 остановки на автобусе/6-7 минут на машине), 2 комнатная новая кв, есть интернет, рядом с домом все удобства, кафешки, магазины, тд.
Сама я неконфликтная, дружелюбная
100к в месяц (с учетом ком услуг) 
Если заинтересованы, пишите в лс @ishmurdinova"
2024-08-18T17:31:31,"всем привет!! ищу двух девочек на подселение в однокомнатную квартиру, будем жить втроем

квартира находится возле университета (15 минут ходьбы пешком и 2-3 остановки на автобусе)
расположение возле ханшатыра
в квартире евроремонт, wi-fi и вся бытовая техника (есть всее удобства)

оплата 60к в месяц+ком услуги отдельно 

я сама не конфликтная, без вредных привычек, хотелось бы таких же соседок) 
оставляйте + или же пишите мне в лс @klossu"
2024-08-18T14:39:31,"Ищу к кому подселиться
Если ты тоже в поиске и пока не нашла подходящий вариант, давай объединим усилия
О себе:перехожу на 3 курс,19 лет, 
Платежеспособная,чистоплотная,уважаю личные границы 
Бюджет до 100тыс

Тг: @userqwerty1112"
2024-08-18T12:24:34,"Ищу к себе на подселение девушку, будем жить только вдвоем, квартира большая-однушка 53квм 
Ищу к себе на долгую основую, чистоплотную неконфликтную и умеющую готовить 
О себе, не пью не курю, перешла на 3 курс, уважаю чужие границы, тоже умею готовить
В месяц будет выходить 100к+ком услуги(обычно выходит в районе 4-10тысяч зависит от сезона) дома есть вайфай, жк brussels
За подробностями по номеру 87027490570"
2024-08-18T02:57:00,"Ищу к кому можно подселиться. Парень, 4 курс МНУ.
Неконфликтный, умею готовить, люблю порядок, очень ответственный, желательно квартира должна быть в районе университета.
Платежеспособный.

Еще ищу сам двух пацанов, с кем можно снять квартиру, около 50-60к в месяц будет выходить."
2024-08-16T02:00:22,"Привет! Ищу девочек к кому подселиться с начала сентября. О себе: 4 курс, без плохих привычек, умею готовить, чистоплотная, не конфликтная, доброжелательная. Бюджет 50-60к. Оставьте +, сама напишу"
2024-08-15T20:36:11,"Ищу к кому можно подселиться, либо с кем можно арендовать квартиру, сам парень, 3 курс. Не имею плохих привычек, чистоплотный, с оплатой проблем не будет. Ищу на долгосрочную перспективу, вблизи университета. Готов переехать в конце этой недели"
2024-08-15T17:36:26,"Всем привет! Срочно ищу 1 девушку первокурсницу на подселение.Будем жить вдвоем в 1 комнатной квартире.Заезд 25 числа. Расположение возле универа , Жк College, 5 минут пешком. Оплата на одного человека выходит 85 К + ком услуги.Оставьте + , я сама напишу"
2024-08-15T17:36:01,"Всем привет. Сдаю квартиру в жк  Мисон с евро ремонтом. Квартира 2-комнатная с гардеробом и полностью мебелирована. 
По всем вопросам обращаться по номеру: 87025511247"
2024-08-15T15:51:33,"Всем привет! Ищем одну девушку на подселение в двухкомнатную квартиру. Примерные варианты квартиры уже рассматриваются. Будем жить втроем. Цена варьируется от 200К до 240К + ком.услуги. О себе: абитуриентки мну, не конфликтные, уважаем личные границы, чистоплотные, без вредных привычек, что также требуется от вас ‼️
Оставьте + в комментариях, напишем"
2024-08-15T15:30:59,"Ищу к кому можно подселиться или девушку с кем можно арендовать кв. Перешла на 3 курс. Плохих привычек нет, неконфликтная,чистоплотная, с оплатой проблем не будет.Ищу на долгосрочную перспективу, главное, чтобы до университета можно было дойти пешком. Переезжаю в квартиру после 25 числа."
